  x,     y,    Z,    camp
    0.15490E+01,    0.70320E+01,    0.00000E+00,    0.58326E-01
    0.14893E+01,    0.70075E+01,    0.00000E+00,    0.58150E-01
    0.15346E+01,    0.69978E+01,    0.00000E+00,    0.58155E-01
    0.14791E+01,    0.69583E+01,    0.00000E+00,    0.58012E-01
    0.15100E+01,    0.69167E+01,    0.00000E+00,    0.58164E-01
    0.15142E+01,    0.70955E+01,    0.00000E+00,    0.58120E-01
    0.14585E+01,    0.70514E+01,    0.00000E+00,    0.57944E-01
    0.13145E+01,    0.69710E+01,    0.00000E+00,    0.57397E-01
    0.13919E+01,    0.70099E+01,    0.00000E+00,    0.57682E-01
    0.13073E+01,    0.69145E+01,    0.00000E+00,    0.57369E-01
    0.13988E+01,    0.69009E+01,    0.00000E+00,    0.57606E-01
    0.14270E+01,    0.69510E+01,    0.00000E+00,    0.57972E-01
    0.15932E+01,    0.70253E+01,    0.00000E+00,    0.58342E-01
    0.16462E+01,    0.70769E+01,    0.00000E+00,    0.58477E-01
    0.16265E+01,    0.69664E+01,    0.00000E+00,    0.58525E-01
    0.16784E+01,    0.70211E+01,    0.00000E+00,    0.58639E-01
    0.16566E+01,    0.71307E+01,    0.00000E+00,    0.58581E-01
    0.16031E+01,    0.70806E+01,    0.00000E+00,    0.58459E-01
    0.16239E+01,    0.71881E+01,    0.00000E+00,    0.58430E-01
    0.15693E+01,    0.71410E+01,    0.00000E+00,    0.58285E-01
    0.14969E+01,    0.73814E+01,    0.00000E+00,    0.58321E-01
    0.14412E+01,    0.73373E+01,    0.00000E+00,    0.58168E-01
    0.14520E+01,    0.74293E+01,    0.00000E+00,    0.58172E-01
    0.14149E+01,    0.73999E+01,    0.00000E+00,    0.58039E-01
    0.15496E+01,    0.72563E+01,    0.00000E+00,    0.58282E-01
    0.16053E+01,    0.73003E+01,    0.00000E+00,    0.58424E-01
    0.15797E+01,    0.71948E+01,    0.00000E+00,    0.58422E-01
    0.16348E+01,    0.72403E+01,    0.00000E+00,    0.58549E-01
    0.16200E+01,    0.73536E+01,    0.00000E+00,    0.58546E-01
    0.15643E+01,    0.73096E+01,    0.00000E+00,    0.58425E-01
    0.15750E+01,    0.74015E+01,    0.00000E+00,    0.58430E-01
    0.15379E+01,    0.73721E+01,    0.00000E+00,    0.58318E-01
    0.15278E+01,    0.75467E+01,    0.00000E+00,    0.58573E-01
    0.14302E+01,    0.77197E+01,    0.00000E+00,    0.58241E-01
    0.93544E+00,    0.77803E+01,    0.00000E+00,    0.57659E-01
    0.54677E-01,    0.73056E+01,    0.00000E+00,    0.54802E-01
    0.27339E-01,    0.73561E+01,    0.00000E+00,    0.55092E-01
    0.50285E-01,    0.74093E+01,    0.00000E+00,    0.55425E-01
    0.68838E-01,    0.75041E+01,    0.00000E+00,    0.55749E-01
    0.22946E-01,    0.74641E+01,    0.00000E+00,    0.55678E-01
    0.35438E+00,    0.75127E+01,    0.00000E+00,    0.56078E-01
    0.20138E+00,    0.72839E+01,    0.00000E+00,    0.54646E-01
    0.25044E+00,    0.71923E+01,    0.00000E+00,    0.54349E-01
    0.36939E+00,    0.73044E+01,    0.00000E+00,    0.55065E-01
    0.28383E+00,    0.72931E+01,    0.00000E+00,    0.54816E-01
    0.35230E+00,    0.73536E+01,    0.00000E+00,    0.55370E-01
    0.29970E+00,    0.73659E+01,    0.00000E+00,    0.55376E-01
    0.38459E+00,    0.73960E+01,    0.00000E+00,    0.55697E-01
    0.18832E+00,    0.73641E+01,    0.00000E+00,    0.55131E-01
    0.21103E+00,    0.74149E+01,    0.00000E+00,    0.55611E-01
    0.27602E+00,    0.73412E+01,    0.00000E+00,    0.55157E-01
    0.29048E+00,    0.74093E+01,    0.00000E+00,    0.55713E-01
    0.12120E+00,    0.74660E+01,    0.00000E+00,    0.55712E-01
    0.25899E+00,    0.74328E+01,    0.00000E+00,    0.55589E-01
    0.26949E+00,    0.74826E+01,    0.00000E+00,    0.56065E-01
    0.36750E+00,    0.74452E+01,    0.00000E+00,    0.55806E-01
    0.32600E+00,    0.74463E+01,    0.00000E+00,    0.55741E-01
    0.30892E+00,    0.74955E+01,    0.00000E+00,    0.55988E-01
    0.45636E+00,    0.74733E+01,    0.00000E+00,    0.56145E-01
    0.40443E+00,    0.74870E+01,    0.00000E+00,    0.56091E-01
    0.44947E+00,    0.76000E+01,    0.00000E+00,    0.56713E-01
    0.36647E+00,    0.76021E+01,    0.00000E+00,    0.56780E-01
    0.21506E+00,    0.75050E+01,    0.00000E+00,    0.55892E-01
    0.27339E-01,    0.72563E+01,    0.00000E+00,    0.54479E-01
    0.10935E+00,    0.73045E+01,    0.00000E+00,    0.54804E-01
    0.13669E-01,    0.71652E+01,    0.00000E+00,    0.53571E-01
    0.41008E-01,    0.72145E+01,    0.00000E+00,    0.54099E-01
    0.41008E-01,    0.71136E+01,    0.00000E+00,    0.53399E-01
    0.12986E+00,    0.71043E+01,    0.00000E+00,    0.53441E-01
    0.47500E+01,    0.75579E+01,    0.00000E+00,    0.59968E-01
    0.49167E+01,    0.72971E+01,    0.00000E+00,    0.60019E-01
    0.33672E+01,    0.75527E+01,    0.00000E+00,    0.59842E-01
    0.28691E+01,    0.75476E+01,    0.00000E+00,    0.59660E-01
    0.29357E+01,    0.73780E+01,    0.00000E+00,    0.59803E-01
    0.26868E+01,    0.75182E+01,    0.00000E+00,    0.59574E-01
    0.26706E+01,    0.73534E+01,    0.00000E+00,    0.59709E-01
    0.30354E+01,    0.71237E+01,    0.00000E+00,    0.59944E-01
