  x,     y,   camp
    0.13889E+02,    0.55063E+02,    0.11050E-01
    0.12670E+02,    0.51898E+02,    0.12445E-01
    0.11463E+02,    0.49985E+02,    0.13171E-01
    0.11294E+02,    0.50215E+02,    0.13598E-01
    0.10277E+02,    0.49973E+02,    0.14588E-01
    0.10376E+02,    0.49990E+02,    0.14576E-01
    0.10922E+02,    0.48970E+02,    0.13766E-01
    0.10566E+02,    0.48867E+02,    0.14193E-01
    0.10612E+02,    0.48704E+02,    0.13883E-01
    0.10620E+02,    0.49016E+02,    0.14041E-01
    0.10768E+02,    0.49088E+02,    0.13920E-01
    0.10771E+02,    0.49314E+02,    0.14012E-01
    0.10627E+02,    0.49390E+02,    0.14079E-01
    0.10031E+02,    0.46495E+02,    0.13458E-01
    0.10235E+02,    0.48084E+02,    0.14241E-01
    0.92916E+01,    0.45946E+02,    0.13491E-01
    0.92923E+01,    0.45880E+02,    0.13383E-01
    0.80098E+01,    0.43745E+02,    0.11542E-01
    0.54049E-01,    0.39665E+02,    0.82870E-03
    0.28198E+01,    0.37391E+02,    0.57561E-02
    0.27379E+01,    0.38304E+02,    0.50498E-02
    0.30800E+01,    0.37930E+02,    0.55022E-02
    0.58798E+01,    0.60006E+02,    0.73430E-02
    0.61763E+01,    0.59807E+02,    0.78176E-02
    0.22297E+01,    0.38847E+02,    0.39782E-02
    0.77422E+01,    0.42467E+02,    0.99250E-02
    0.78349E+01,    0.42234E+02,    0.10056E-01
    0.76816E+01,    0.42120E+02,    0.97612E-02
    0.76644E+01,    0.41639E+02,    0.94878E-02
    0.75876E+01,    0.41918E+02,    0.93655E-02
    0.52985E+01,    0.40628E+02,    0.69219E-02
    0.53243E+01,    0.40363E+02,    0.71343E-02
    0.55306E+01,    0.40301E+02,    0.69852E-02
    0.71107E+01,    0.39948E+02,    0.83414E-02
    0.68144E+01,    0.39357E+02,    0.76551E-02
    0.63068E+01,    0.39457E+02,    0.77727E-02
