X, Y, campo
8.93467, 54.526, 0
8.85754, 54.6605, 0
8.88795, 54.6171, 0
9.01305, 54.352, 0
9.05095, 54.2921, 0
8.96516, 54.4568, 0
8.99183, 54.3958, 0
7.47968, 56.6582, 0
7.52583, 56.5983, 0
7.57624, 56.5404, 0
7.39871, 56.7507, 0
7.44429, 56.6901, 0
7.65593, 56.4469, 0
7.68667, 56.4209, 0
7.74096, 56.3446, 0
7.61122, 56.4996, 0
7.15703, 57.0103, 0
7.19834, 56.9541, 0
7.24805, 56.9078, 0
7.11246, 57.0419, 0
7.32214, 56.8281, 0
7.36857, 56.7735, 0
7.29256, 56.8653, 0
8.13229, 55.8433, 0
8.1789, 55.7743, 0
8.07178, 55.918, 0
8.10041, 55.8787, 0
8.27948, 55.6292, 0
8.3113, 55.5765, 0
8.21165, 55.7223, 0
8.24224, 55.6781, 0
7.80862, 56.2611, 0
7.83893, 56.2231, 0
7.88233, 56.1742, 0
7.77083, 56.3128, 0
7.99107, 56.035, 0
8.04162, 55.9704, 0
7.92477, 56.1196, 0
7.96082, 56.0715, 0
9.85792, 51.7781, 0
9.93112, 51.2442, 0
9.90764, 51.4192, 0
9.91581, 51.3609, 0
9.95316, 51.0536, 0
9.96097, 50.9772, 0
9.93857, 51.1833, 0
9.95177, 51.1294, 0
9.8512, 51.7977, 0
9.8621, 51.7073, 0
9.82692, 51.926, 0
9.83614, 51.8509, 0
9.89028, 51.5356, 0
9.90345, 51.4949, 0
9.86854, 51.6695, 0
9.8786, 51.6089, 0
10.0053, 50.2648, 0
10.0073, 50.1727, 0
9.93252, 51.327, 0
10.0082, 50.3866, 0
10.0206, 50.1986, 0
10.0322, 50.3511, 0
10.0552, 50.2117, 0
10.0088, 50.009, 0
9.97623, 50.8065, 0
9.99087, 50.7563, 0
9.96583, 50.9263, 0
9.97649, 50.8848, 0
9.99615, 50.5731, 0
9.99747, 50.5027, 0
9.99108, 50.701, 0
9.99552, 50.6346, 0
9.47844, 53.2189, 0
9.50369, 53.1612, 0
9.43962, 53.3476, 0
9.4581, 53.2741, 0
9.55637, 52.9751, 0
9.57691, 52.9319, 0
