 X,    Y,   CNA  
    0.12670E+02,    0.56050E+02,    0.87797E+08
    0.12220E+02,    0.53910E+02,    0.84695E+08
    0.12080E+02,    0.53250E+02,    0.84679E+08
    0.12360E+02,    0.54590E+02,    0.85352E+08
    0.14450E+02,    0.56540E+02,    0.90601E+08
    0.14240E+02,    0.55650E+02,    0.89526E+08
    0.14000E+02,    0.54710E+02,    0.88728E+08
    0.14140E+02,    0.53850E+02,    0.88395E+08
    0.14130E+02,    0.53090E+02,    0.88249E+08
    0.13450E+02,    0.53110E+02,    0.86852E+08
    0.13490E+02,    0.53760E+02,    0.87037E+08
    0.13500E+02,    0.54300E+02,    0.87374E+08
    0.13960E+02,    0.59020E+02,    0.93096E+08
    0.13000E+02,    0.58450E+02,    0.91715E+08
    0.14750E+02,    0.58230E+02,    0.92475E+08
    0.14200E+02,    0.60890E+02,    0.94024E+08
    0.22130E+02,    0.56450E+02,    0.94835E+08
    0.21040E+02,    0.56560E+02,    0.94495E+08
    0.19970E+02,    0.56610E+02,    0.94122E+08
    0.18850E+02,    0.56650E+02,    0.93640E+08
    0.17700E+02,    0.56790E+02,    0.93078E+08
    0.16570E+02,    0.56950E+02,    0.92425E+08
    0.22180E+02,    0.52060E+02,    0.95201E+08
    0.21310E+02,    0.52140E+02,    0.94958E+08
    0.20470E+02,    0.52260E+02,    0.94644E+08
    0.19640E+02,    0.52400E+02,    0.94258E+08
    0.18820E+02,    0.52550E+02,    0.93808E+08
    0.18010E+02,    0.52710E+02,    0.93269E+08
    0.17200E+02,    0.52840E+02,    0.92576E+08
    0.16400E+02,    0.52940E+02,    0.91714E+08
    0.15620E+02,    0.53000E+02,    0.90711E+08
    0.18110E+02,    0.48600E+02,    0.95647E+08
    0.18230E+02,    0.49370E+02,    0.95065E+08
    0.18390E+02,    0.50140E+02,    0.94628E+08
    0.18540E+02,    0.50930E+02,    0.94265E+08
    0.18680E+02,    0.51730E+02,    0.93992E+08
    0.15360E+02,    0.50760E+02,    0.91693E+08
    0.16080E+02,    0.50630E+02,    0.92648E+08
    0.16830E+02,    0.50470E+02,    0.93472E+08
    0.17600E+02,    0.50300E+02,    0.94127E+08
    0.16960E+02,    0.51230E+02,    0.93038E+08
    0.17090E+02,    0.52020E+02,    0.92743E+08
    0.15550E+02,    0.52230E+02,    0.90860E+08
    0.16300E+02,    0.52130E+02,    0.91873E+08
    0.15460E+02,    0.51480E+02,    0.91184E+08
    0.16200E+02,    0.51360E+02,    0.92192E+08
    0.17880E+02,    0.51880E+02,    0.93442E+08
    0.17740E+02,    0.51080E+02,    0.93724E+08
    0.15950E+02,    0.49930E+02,    0.93249E+08
    0.15800E+02,    0.49260E+02,    0.93991E+08
    0.15640E+02,    0.48670E+02,    0.94761E+08
    0.17430E+02,    0.49530E+02,    0.94638E+08
    0.16670E+02,    0.49740E+02,    0.94016E+08
    0.17210E+02,    0.48680E+02,    0.95441E+08
    0.16490E+02,    0.49050E+02,    0.94652E+08
    0.16240E+02,    0.48500E+02,    0.95222E+08
    0.16730E+02,    0.48350E+02,    0.95571E+08
    0.15120E+02,    0.49430E+02,    0.93226E+08
    0.15240E+02,    0.50080E+02,    0.92364E+08
    0.15000E+02,    0.48800E+02,    0.94253E+08
    0.21980E+02,    0.50220E+02,    0.95579E+08
    0.21050E+02,    0.50350E+02,    0.95372E+08
    0.20170E+02,    0.50560E+02,    0.95068E+08
    0.19350E+02,    0.50760E+02,    0.94701E+08
    0.18890E+02,    0.48510E+02,    0.95818E+08
    0.19010E+02,    0.49230E+02,    0.95381E+08
    0.19180E+02,    0.49970E+02,    0.95023E+08
    0.20970E+02,    0.48440E+02,    0.96070E+08
    0.20820E+02,    0.49350E+02,    0.95746E+08
    0.19620E+02,    0.48430E+02,    0.95953E+08
    0.19720E+02,    0.49080E+02,    0.95607E+08
    0.19980E+02,    0.49740E+02,    0.95352E+08
    0.20280E+02,    0.48380E+02,    0.96041E+08
    0.20280E+02,    0.48930E+02,    0.95784E+08
    0.21790E+02,    0.48380E+02,    0.96154E+08
    0.21860E+02,    0.49280E+02,    0.95858E+08
    0.21200E+02,    0.51260E+02,    0.95136E+08
    0.22100E+02,    0.51150E+02,    0.95372E+08
    0.20330E+02,    0.51420E+02,    0.94824E+08
    0.19500E+02,    0.51580E+02,    0.94443E+08
    0.19780E+02,    0.53220E+02,    0.94147E+08
    0.19910E+02,    0.54020E+02,    0.94120E+08
    0.20010E+02,    0.54780E+02,    0.94129E+08
    0.19930E+02,    0.55610E+02,    0.94060E+08
    0.17310E+02,    0.53710E+02,    0.92545E+08
    0.17430E+02,    0.54640E+02,    0.92630E+08
    0.17560E+02,    0.55660E+02,    0.92740E+08
    0.16460E+02,    0.53790E+02,    0.91684E+08
    0.16480E+02,    0.54700E+02,    0.91797E+08
    0.16320E+02,    0.55780E+02,    0.92100E+08
    0.15670E+02,    0.53810E+02,    0.90709E+08
    0.15680E+02,    0.54620E+02,    0.90857E+08
    0.15690E+02,    0.55280E+02,    0.91101E+08
    0.18170E+02,    0.53560E+02,    0.93227E+08
    0.18380E+02,    0.54450E+02,    0.93316E+08
    0.18810E+02,    0.55440E+02,    0.93692E+08
    0.18970E+02,    0.53380E+02,    0.93715E+08
    0.19150E+02,    0.54160E+02,    0.93711E+08
    0.19310E+02,    0.54800E+02,    0.93788E+08
    0.20590E+02,    0.53090E+02,    0.94521E+08
    0.20730E+02,    0.53880E+02,    0.94463E+08
    0.20870E+02,    0.54690E+02,    0.94447E+08
    0.20960E+02,    0.55570E+02,    0.94448E+08
    0.21970E+02,    0.55450E+02,    0.94768E+08
    0.21800E+02,    0.54490E+02,    0.94758E+08
    0.21530E+02,    0.53740E+02,    0.94753E+08
    0.21410E+02,    0.52970E+02,    0.94833E+08
    0.22200E+02,    0.52920E+02,    0.95065E+08
    0.22180E+02,    0.53580E+02,    0.94972E+08
    0.19370E+02,    0.61090E+02,    0.94785E+08
    0.19260E+02,    0.59850E+02,    0.94464E+08
    0.19080E+02,    0.58770E+02,    0.94184E+08
    0.18950E+02,    0.57730E+02,    0.93926E+08
    0.21950E+02,    0.58960E+02,    0.95042E+08
    0.20570E+02,    0.59570E+02,    0.94697E+08
    0.22160E+02,    0.57630E+02,    0.94900E+08
    0.21090E+02,    0.57540E+02,    0.94573E+08
    0.20050E+02,    0.57620E+02,    0.94281E+08
    0.20200E+02,    0.58580E+02,    0.94465E+08
    0.21080E+02,    0.58370E+02,    0.94669E+08
    0.22340E+02,    0.60490E+02,    0.95127E+08
    0.20890E+02,    0.60870E+02,    0.94975E+08
    0.17820E+02,    0.57860E+02,    0.93485E+08
    0.16710E+02,    0.58020E+02,    0.92972E+08
    0.17850E+02,    0.61100E+02,    0.94505E+08
    0.17920E+02,    0.58910E+02,    0.93918E+08
    0.16810E+02,    0.59020E+02,    0.93555E+08
    0.17990E+02,    0.59930E+02,    0.94239E+08
    0.16980E+02,    0.59920E+02,    0.94100E+08
    0.36530E+02,    0.54440E+02,    0.96168E+08
    0.33610E+02,    0.55110E+02,    0.96070E+08
    0.31070E+02,    0.55020E+02,    0.96039E+08
    0.29210E+02,    0.55730E+02,    0.95838E+08
    0.27630E+02,    0.55860E+02,    0.95710E+08
    0.26180E+02,    0.55850E+02,    0.95540E+08
    0.24640E+02,    0.55740E+02,    0.95439E+08
    0.33250E+02,    0.48890E+02,    0.96272E+08
    0.33270E+02,    0.50890E+02,    0.96208E+08
    0.33270E+02,    0.52820E+02,    0.96136E+08
    0.28340E+02,    0.48060E+02,    0.96304E+08
    0.28370E+02,    0.49250E+02,    0.96188E+08
    0.28450E+02,    0.50470E+02,    0.96083E+08
    0.28570E+02,    0.51690E+02,    0.95995E+08
    0.28720E+02,    0.52950E+02,    0.95932E+08
    0.28880E+02,    0.54260E+02,    0.95864E+08
    0.24080E+02,    0.52010E+02,    0.95566E+08
    0.25130E+02,    0.51970E+02,    0.95703E+08
    0.26260E+02,    0.51870E+02,    0.95825E+08
    0.27420E+02,    0.51790E+02,    0.95920E+08
    0.26300E+02,    0.53140E+02,    0.95717E+08
    0.26280E+02,    0.54430E+02,    0.95633E+08
    0.25130E+02,    0.53130E+02,    0.95584E+08
    0.24050E+02,    0.53090E+02,    0.95439E+08
    0.25000E+02,    0.54380E+02,    0.95486E+08
    0.23930E+02,    0.54140E+02,    0.95316E+08
    0.23860E+02,    0.55050E+02,    0.95243E+08
    0.27580E+02,    0.54420E+02,    0.95746E+08
    0.27520E+02,    0.53060E+02,    0.95827E+08
    0.27230E+02,    0.49290E+02,    0.96163E+08
    0.25950E+02,    0.49290E+02,    0.96142E+08
    0.24880E+02,    0.49740E+02,    0.95989E+08
    0.23890E+02,    0.49960E+02,    0.95879E+08
    0.23730E+02,    0.49040E+02,    0.96048E+08
    0.23600E+02,    0.48160E+02,    0.96239E+08
    0.24480E+02,    0.48050E+02,    0.96278E+08
    0.25310E+02,    0.47990E+02,    0.96301E+08
    0.26180E+02,    0.48090E+02,    0.96289E+08
    0.27250E+02,    0.48090E+02,    0.96302E+08
    0.24590E+02,    0.48890E+02,    0.96116E+08
    0.25290E+02,    0.48720E+02,    0.96179E+08
    0.26150E+02,    0.50630E+02,    0.95953E+08
    0.25050E+02,    0.50820E+02,    0.95843E+08
    0.24020E+02,    0.50970E+02,    0.95711E+08
    0.27320E+02,    0.50540E+02,    0.96023E+08
    0.31280E+02,    0.52560E+02,    0.96109E+08
    0.29910E+02,    0.52770E+02,    0.96007E+08
    0.31540E+02,    0.48920E+02,    0.96264E+08
    0.31660E+02,    0.50680E+02,    0.96178E+08
    0.29370E+02,    0.48040E+02,    0.96303E+08
    0.29430E+02,    0.49200E+02,    0.96211E+08
    0.29520E+02,    0.50410E+02,    0.96126E+08
    0.29620E+02,    0.51590E+02,    0.96052E+08
    0.30440E+02,    0.49130E+02,    0.96231E+08
    0.30520E+02,    0.50430E+02,    0.96158E+08
    0.30490E+02,    0.51510E+02,    0.96097E+08
    0.30220E+02,    0.48040E+02,    0.96293E+08
    0.29960E+02,    0.54030E+02,    0.95964E+08
    0.35230E+02,    0.49180E+02,    0.96263E+08
    0.34950E+02,    0.51180E+02,    0.96186E+08
    0.34900E+02,    0.52820E+02,    0.96168E+08
    0.37690E+02,    0.50130E+02,    0.96283E+08
    0.36370E+02,    0.51920E+02,    0.96150E+08
    0.34560E+02,    0.64730E+02,    0.96095E+08
    0.31110E+02,    0.65220E+02,    0.95934E+08
    0.28310E+02,    0.65170E+02,    0.95914E+08
    0.26100E+02,    0.64860E+02,    0.95743E+08
    0.31240E+02,    0.57780E+02,    0.95908E+08
    0.31000E+02,    0.60190E+02,    0.95883E+08
    0.30830E+02,    0.62590E+02,    0.95890E+08
    0.28880E+02,    0.59900E+02,    0.95792E+08
    0.26960E+02,    0.59310E+02,    0.95683E+08
    0.25380E+02,    0.59870E+02,    0.95473E+08
    0.29210E+02,    0.57710E+02,    0.95809E+08
    0.27510E+02,    0.57560E+02,    0.95671E+08
    0.26140E+02,    0.57240E+02,    0.95501E+08
    0.24820E+02,    0.57290E+02,    0.95336E+08
    0.24950E+02,    0.58570E+02,    0.95395E+08
    0.26040E+02,    0.58410E+02,    0.95508E+08
    0.26100E+02,    0.62900E+02,    0.95641E+08
    0.28220E+02,    0.62280E+02,    0.95864E+08
    0.25650E+02,    0.61320E+02,    0.95555E+08
    0.26980E+02,    0.61000E+02,    0.95627E+08
    0.32810E+02,    0.62630E+02,    0.95950E+08
    0.33050E+02,    0.60620E+02,    0.95899E+08
    0.33570E+02,    0.58140E+02,    0.95992E+08
    0.36390E+02,    0.59160E+02,    0.96118E+08
    0.34660E+02,    0.61490E+02,    0.95967E+08
    0.27650E+02,    0.68280E+02,    0.96062E+08
    0.30740E+02,    0.68420E+02,    0.96006E+08
    0.25930E+02,    0.66670E+02,    0.95862E+08
    0.00000E+00,    0.60000E+02,    0.34581E+10
    0.50000E+00,    0.59990E+02,    0.34461E+10
    0.10000E+01,    0.59950E+02,    0.34968E+10
    0.14900E+01,    0.59890E+02,    0.33643E+10
    0.19800E+01,    0.59800E+02,    0.30896E+10
    0.24700E+01,    0.59690E+02,    0.27266E+10
    0.29500E+01,    0.59560E+02,    0.22988E+10
    0.34200E+01,    0.59400E+02,    0.17627E+10
    0.38800E+01,    0.59210E+02,    0.13230E+10
    0.43400E+01,    0.59010E+02,    0.10140E+10
    0.47800E+01,    0.58780E+02,    0.76320E+09
    0.52100E+01,    0.58530E+02,    0.59105E+09
    0.56300E+01,    0.58260E+02,    0.50593E+09
    0.60400E+01,    0.57970E+02,    0.46247E+09
    0.64300E+01,    0.57660E+02,    0.39961E+09
    0.68000E+01,    0.57330E+02,    0.33026E+09
    0.71600E+01,    0.56980E+02,    0.28933E+09
    0.75000E+01,    0.56620E+02,    0.26350E+09
    0.78200E+01,    0.56230E+02,    0.23966E+09
    0.81200E+01,    0.55840E+02,    0.22030E+09
    0.84000E+01,    0.55430E+02,    0.19984E+09
    0.86600E+01,    0.55000E+02,    0.17741E+09
    0.89000E+01,    0.54560E+02,    0.16268E+09
    0.91200E+01,    0.54110E+02,    0.15105E+09
    0.93100E+01,    0.53650E+02,    0.13799E+09
    0.94800E+01,    0.53180E+02,    0.12647E+09
    0.96300E+01,    0.52710E+02,    0.11911E+09
    0.97500E+01,    0.52230E+02,    0.11308E+09
    0.98500E+01,    0.51740E+02,    0.10838E+09
    0.99200E+01,    0.51240E+02,    0.10483E+09
    0.99700E+01,    0.50750E+02,    0.10225E+09
    0.10000E+02,    0.50250E+02,    0.10016E+09
    0.10000E+02,    0.49750E+02,    0.98300E+08
    0.99700E+01,    0.49250E+02,    0.96409E+08
    0.99200E+01,    0.48760E+02,    0.94334E+08
    0.98500E+01,    0.48260E+02,    0.91800E+08
    0.97500E+01,    0.47770E+02,    0.88798E+08
    0.96300E+01,    0.47290E+02,    0.85341E+08
    0.94800E+01,    0.46820E+02,    0.81516E+08
    0.93100E+01,    0.46350E+02,    0.75957E+08
    0.91200E+01,    0.45890E+02,    0.69918E+08
    0.89000E+01,    0.45440E+02,    0.65760E+08
    0.86600E+01,    0.45000E+02,    0.60562E+08
    0.84000E+01,    0.44570E+02,    0.52538E+08
    0.81200E+01,    0.44160E+02,    0.46039E+08
    0.78200E+01,    0.43770E+02,    0.40919E+08
    0.75000E+01,    0.43380E+02,    0.34431E+08
    0.71600E+01,    0.43020E+02,    0.29148E+08
    0.68000E+01,    0.42670E+02,    0.21769E+08
    0.64300E+01,    0.42340E+02,    0.11010E+08
    0.60400E+01,    0.42030E+02,    0.43369E+07
    0.56300E+01,    0.41740E+02,    0.23206E+07
    0.52100E+01,    0.41470E+02,    0.00000E+00
    0.47800E+01,    0.41220E+02,    0.00000E+00
    0.43400E+01,    0.40990E+02,    0.00000E+00
    0.38800E+01,    0.40790E+02,    0.00000E+00
    0.34200E+01,    0.40600E+02,    0.00000E+00
    0.29500E+01,    0.40440E+02,    0.00000E+00
    0.24700E+01,    0.40310E+02,    0.00000E+00
    0.19800E+01,    0.40200E+02,    0.00000E+00
    0.14900E+01,    0.40110E+02,    0.00000E+00
    0.10000E+01,    0.40050E+02,    0.00000E+00
    0.50000E+00,    0.40010E+02,    0.00000E+00
    0.00000E+00,    0.40000E+02,    0.00000E+00
    0.00000E+00,    0.59050E+02,    0.13400E+10
    0.00000E+00,    0.58100E+02,    0.55235E+09
    0.00000E+00,    0.57140E+02,    0.25476E+09
    0.00000E+00,    0.56190E+02,    0.13965E+09
    0.00000E+00,    0.55240E+02,    0.11067E+09
    0.00000E+00,    0.54290E+02,    0.10041E+09
    0.00000E+00,    0.53330E+02,    0.97539E+08
    0.00000E+00,    0.52380E+02,    0.96597E+08
    0.00000E+00,    0.51430E+02,    0.96386E+08
    0.00000E+00,    0.50480E+02,    0.96333E+08
    0.00000E+00,    0.49520E+02,    0.96320E+08
    0.00000E+00,    0.48570E+02,    0.96301E+08
    0.00000E+00,    0.47620E+02,    0.96227E+08
    0.00000E+00,    0.46670E+02,    0.95928E+08
    0.00000E+00,    0.45710E+02,    0.95120E+08
    0.00000E+00,    0.44760E+02,    0.92803E+08
    0.00000E+00,    0.43810E+02,    0.87766E+08
    0.00000E+00,    0.42860E+02,    0.75760E+08
    0.00000E+00,    0.41900E+02,    0.56797E+08
    0.00000E+00,    0.40950E+02,    0.28647E+08
    0.60000E+00,    0.59160E+02,    0.15121E+10
    0.84000E+00,    0.58290E+02,    0.58657E+09
    0.10900E+01,    0.57150E+02,    0.21755E+09
    0.80000E+00,    0.56140E+02,    0.13868E+09
    0.76000E+00,    0.55250E+02,    0.11028E+09
    0.79000E+00,    0.54380E+02,    0.10088E+09
    0.10100E+01,    0.53450E+02,    0.97445E+08
    0.92000E+00,    0.52400E+02,    0.96600E+08
    0.91000E+00,    0.51430E+02,    0.96385E+08
    0.90000E+00,    0.50480E+02,    0.96333E+08
    0.91000E+00,    0.49530E+02,    0.96320E+08
    0.91000E+00,    0.48580E+02,    0.96301E+08
    0.93000E+00,    0.47610E+02,    0.96223E+08
    0.10100E+01,    0.46550E+02,    0.95932E+08
    0.79000E+00,    0.45620E+02,    0.94941E+08
    0.76000E+00,    0.44750E+02,    0.92726E+08
    0.80000E+00,    0.43860E+02,    0.87678E+08
    0.10900E+01,    0.42850E+02,    0.77271E+08
    0.84000E+00,    0.41700E+02,    0.51103E+08
    0.60000E+00,    0.40840E+02,    0.23689E+08
    0.10500E+01,    0.40690E+02,    0.17230E+08
    0.14900E+01,    0.40690E+02,    0.15098E+08
    0.19500E+01,    0.40730E+02,    0.13818E+08
    0.24000E+01,    0.40820E+02,    0.13788E+08
    0.28300E+01,    0.40920E+02,    0.13779E+08
    0.32500E+01,    0.41130E+02,    0.16784E+08
    0.37200E+01,    0.41290E+02,    0.16767E+08
    0.41500E+01,    0.41460E+02,    0.16662E+08
    0.45500E+01,    0.41730E+02,    0.19703E+08
    0.50000E+01,    0.41960E+02,    0.20401E+08
    0.54300E+01,    0.42180E+02,    0.20752E+08
    0.58000E+01,    0.42410E+02,    0.22989E+08
    0.61400E+01,    0.42740E+02,    0.30111E+08
    0.65100E+01,    0.43060E+02,    0.36313E+08
    0.68700E+01,    0.43380E+02,    0.41705E+08
    0.71800E+01,    0.43760E+02,    0.48149E+08
    0.75300E+01,    0.44030E+02,    0.50138E+08
    0.77700E+01,    0.44350E+02,    0.54601E+08
    0.79800E+01,    0.44730E+02,    0.60343E+08
    0.81600E+01,    0.45150E+02,    0.66492E+08
    0.83400E+01,    0.45600E+02,    0.72270E+08
    0.85000E+01,    0.46110E+02,    0.78008E+08
    0.88300E+01,    0.46500E+02,    0.80116E+08
    0.90100E+01,    0.46920E+02,    0.83678E+08
    0.91400E+01,    0.47370E+02,    0.87093E+08
    0.92500E+01,    0.47840E+02,    0.89945E+08
    0.93400E+01,    0.48310E+02,    0.92316E+08
    0.94000E+01,    0.48790E+02,    0.94342E+08
    0.94500E+01,    0.49270E+02,    0.96071E+08
    0.94800E+01,    0.49750E+02,    0.97665E+08
    0.94800E+01,    0.50240E+02,    0.99318E+08
    0.94600E+01,    0.50720E+02,    0.10117E+09
    0.94100E+01,    0.51210E+02,    0.10353E+09
    0.93400E+01,    0.51690E+02,    0.10659E+09
    0.92500E+01,    0.52160E+02,    0.11056E+09
    0.91400E+01,    0.52630E+02,    0.11580E+09
    0.90100E+01,    0.53080E+02,    0.12256E+09
    0.88300E+01,    0.53500E+02,    0.13010E+09
    0.85000E+01,    0.53890E+02,    0.13547E+09
    0.83400E+01,    0.54400E+02,    0.14940E+09
    0.81600E+01,    0.54850E+02,    0.16457E+09
    0.79800E+01,    0.55270E+02,    0.18152E+09
    0.77700E+01,    0.55650E+02,    0.19853E+09
    0.75300E+01,    0.55970E+02,    0.21323E+09
    0.71800E+01,    0.56240E+02,    0.22139E+09
    0.68700E+01,    0.56620E+02,    0.24700E+09
    0.65100E+01,    0.56940E+02,    0.27417E+09
    0.61400E+01,    0.57260E+02,    0.31049E+09
    0.58000E+01,    0.57590E+02,    0.35900E+09
    0.54300E+01,    0.57820E+02,    0.39339E+09
    0.50000E+01,    0.58040E+02,    0.44245E+09
    0.45500E+01,    0.58270E+02,    0.53543E+09
    0.41500E+01,    0.58540E+02,    0.70154E+09
    0.37200E+01,    0.58710E+02,    0.86244E+09
    0.32500E+01,    0.58870E+02,    0.10720E+10
    0.28300E+01,    0.59080E+02,    0.14043E+10
    0.24000E+01,    0.59180E+02,    0.15996E+10
    0.19500E+01,    0.59260E+02,    0.17476E+10
    0.14900E+01,    0.59310E+02,    0.18371E+10
    0.10500E+01,    0.59310E+02,    0.18175E+10
    0.17800E+01,    0.49540E+02,    0.96320E+08
    0.26000E+01,    0.49550E+02,    0.96319E+08
    0.33900E+01,    0.49540E+02,    0.96316E+08
    0.41700E+01,    0.49550E+02,    0.96311E+08
    0.49300E+01,    0.49610E+02,    0.96317E+08
    0.57500E+01,    0.49690E+02,    0.96341E+08
    0.63400E+01,    0.49720E+02,    0.96394E+08
    0.68700E+01,    0.49720E+02,    0.96440E+08
    0.74000E+01,    0.49730E+02,    0.96534E+08
    0.79300E+01,    0.49740E+02,    0.96685E+08
    0.84500E+01,    0.49750E+02,    0.96914E+08
    0.89600E+01,    0.49750E+02,    0.97219E+08
    0.17800E+01,    0.50490E+02,    0.96339E+08
    0.26000E+01,    0.50490E+02,    0.96353E+08
    0.33900E+01,    0.50520E+02,    0.96381E+08
    0.41500E+01,    0.50530E+02,    0.96435E+08
    0.48700E+01,    0.50530E+02,    0.96530E+08
    0.55300E+01,    0.50560E+02,    0.96703E+08
    0.60600E+01,    0.50710E+02,    0.97017E+08
    0.65600E+01,    0.50730E+02,    0.97339E+08
    0.70000E+01,    0.50650E+02,    0.97596E+08
    0.74600E+01,    0.50660E+02,    0.98043E+08
    0.79500E+01,    0.50670E+02,    0.98619E+08
    0.84500E+01,    0.50680E+02,    0.99331E+08
    0.89500E+01,    0.50700E+02,    0.10019E+09
    0.17700E+01,    0.51420E+02,    0.96403E+08
    0.25800E+01,    0.51420E+02,    0.96446E+08
    0.33700E+01,    0.51450E+02,    0.96535E+08
    0.42000E+01,    0.51570E+02,    0.96719E+08
    0.49000E+01,    0.51350E+02,    0.96928E+08
    0.55300E+01,    0.51320E+02,    0.97257E+08
    0.61100E+01,    0.51340E+02,    0.97772E+08
    0.67600E+01,    0.51320E+02,    0.98406E+08
    0.73300E+01,    0.51510E+02,    0.10006E+09
    0.78500E+01,    0.51580E+02,    0.10158E+09
    0.83500E+01,    0.51620E+02,    0.10316E+09
    0.88500E+01,    0.51650E+02,    0.10483E+09
    0.17800E+01,    0.52330E+02,    0.96633E+08
    0.18200E+01,    0.53190E+02,    0.97380E+08
    0.19600E+01,    0.53880E+02,    0.99109E+08
    0.19600E+01,    0.54540E+02,    0.10279E+09
    0.19700E+01,    0.55230E+02,    0.11158E+09
    0.19500E+01,    0.55890E+02,    0.13039E+09
    0.19500E+01,    0.56510E+02,    0.16697E+09
    0.18400E+01,    0.57100E+02,    0.23854E+09
    0.19400E+01,    0.57660E+02,    0.37049E+09
    0.19200E+01,    0.58220E+02,    0.61322E+09
    0.19400E+01,    0.58740E+02,    0.10220E+10
    0.14400E+01,    0.58240E+02,    0.62545E+09
    0.14900E+01,    0.58780E+02,    0.10665E+10
    0.11300E+01,    0.58790E+02,    0.11139E+10
    0.14700E+01,    0.57690E+02,    0.39120E+09
    0.13800E+01,    0.55240E+02,    0.11098E+09
    0.14200E+01,    0.55960E+02,    0.13221E+09
    0.14600E+01,    0.56540E+02,    0.17169E+09
    0.14100E+01,    0.54530E+02,    0.10236E+09
    0.14500E+01,    0.53950E+02,    0.99414E+08
    0.86800E+01,    0.52570E+02,    0.11278E+09
    0.82200E+01,    0.52530E+02,    0.10989E+09
    0.77400E+01,    0.52510E+02,    0.10724E+09
    0.72500E+01,    0.52490E+02,    0.10484E+09
    0.67400E+01,    0.52480E+02,    0.10279E+09
    0.62200E+01,    0.52510E+02,    0.10126E+09
    0.56800E+01,    0.52680E+02,    0.10025E+09
    0.50600E+01,    0.52600E+02,    0.98918E+08
    0.45200E+01,    0.52560E+02,    0.98121E+08
    0.39700E+01,    0.52390E+02,    0.97354E+08
    0.32800E+01,    0.52320E+02,    0.96935E+08
    0.25500E+01,    0.52300E+02,    0.96730E+08
    0.72700E+01,    0.52010E+02,    0.10201E+09
    0.82800E+01,    0.52080E+02,    0.10604E+09
    0.87700E+01,    0.52110E+02,    0.10822E+09
    0.77900E+01,    0.52050E+02,    0.10397E+09
    0.67300E+01,    0.51950E+02,    0.10027E+09
    0.61600E+01,    0.51960E+02,    0.99110E+08
    0.55900E+01,    0.51980E+02,    0.98262E+08
    0.50400E+01,    0.52000E+02,    0.97703E+08
    0.45800E+01,    0.52030E+02,    0.97439E+08
    0.23700E+01,    0.58720E+02,    0.99359E+09
    0.24500E+01,    0.58220E+02,    0.60724E+09
    0.24700E+01,    0.57660E+02,    0.36567E+09
    0.24800E+01,    0.57070E+02,    0.23456E+09
    0.25000E+01,    0.56480E+02,    0.16672E+09
    0.25300E+01,    0.55860E+02,    0.13073E+09
    0.25400E+01,    0.55220E+02,    0.11255E+09
    0.25600E+01,    0.54540E+02,    0.10352E+09
    0.25600E+01,    0.53850E+02,    0.99390E+08
    0.25500E+01,    0.53120E+02,    0.97522E+08
    0.76800E+01,    0.54750E+02,    0.15246E+09
    0.71900E+01,    0.54700E+02,    0.14270E+09
    0.67200E+01,    0.54670E+02,    0.13464E+09
    0.62300E+01,    0.54620E+02,    0.12661E+09
    0.56900E+01,    0.54460E+02,    0.11645E+09
    0.50600E+01,    0.54520E+02,    0.11288E+09
    0.44400E+01,    0.54570E+02,    0.10964E+09
    0.38100E+01,    0.54560E+02,    0.10676E+09
    0.31700E+01,    0.54540E+02,    0.10471E+09
    0.55400E+01,    0.53860E+02,    0.10782E+09
    0.55400E+01,    0.53270E+02,    0.10307E+09
    0.72500E+01,    0.54270E+02,    0.13103E+09
    0.72700E+01,    0.53830E+02,    0.12149E+09
    0.72500E+01,    0.53390E+02,    0.11403E+09
    0.72400E+01,    0.52950E+02,    0.10873E+09
    0.77200E+01,    0.52950E+02,    0.11165E+09
    0.77400E+01,    0.53380E+02,    0.11771E+09
    0.78900E+01,    0.53800E+02,    0.12673E+09
    0.77800E+01,    0.54310E+02,    0.13897E+09
    0.84700E+01,    0.53370E+02,    0.12393E+09
    0.81300E+01,    0.53330E+02,    0.12030E+09
    0.81600E+01,    0.52960E+02,    0.11474E+09
    0.85900E+01,    0.53000E+02,    0.11837E+09
    0.81200E+01,    0.53590E+02,    0.12511E+09
    0.83800E+01,    0.53620E+02,    0.12825E+09
    0.67600E+01,    0.52940E+02,    0.10609E+09
    0.67600E+01,    0.53390E+02,    0.11058E+09
    0.67700E+01,    0.53820E+02,    0.11663E+09
    0.67400E+01,    0.54260E+02,    0.12461E+09
    0.63000E+01,    0.54220E+02,    0.11909E+09
    0.63100E+01,    0.53820E+02,    0.11284E+09
    0.63200E+01,    0.53370E+02,    0.10766E+09
    0.63100E+01,    0.52960E+02,    0.10419E+09
    0.59300E+01,    0.53370E+02,    0.10558E+09
    0.59300E+01,    0.53800E+02,    0.10984E+09
    0.59600E+01,    0.54170E+02,    0.11534E+09
    0.59700E+01,    0.52980E+02,    0.10307E+09
    0.38200E+01,    0.53860E+02,    0.10126E+09
    0.38700E+01,    0.53150E+02,    0.98620E+08
    0.50200E+01,    0.53250E+02,    0.10119E+09
    0.44600E+01,    0.53200E+02,    0.99700E+08
    0.50100E+01,    0.53870E+02,    0.10514E+09
    0.44400E+01,    0.53880E+02,    0.10303E+09
    0.32200E+01,    0.53100E+02,    0.97885E+08
    0.32000E+01,    0.53840E+02,    0.10007E+09
    0.36000E+01,    0.58210E+02,    0.56017E+09
