 X,    Y,   CCL  
    0.36600E+01,    0.57070E+02,    0.51746E+08
    0.36700E+01,    0.56470E+02,    0.63254E+08
    0.37200E+01,    0.55870E+02,    0.72504E+08
    0.37800E+01,    0.55240E+02,    0.79995E+08
    0.52800E+01,    0.57400E+02,    0.29031E+08
    0.52700E+01,    0.56930E+02,    0.40986E+08
    0.52100E+01,    0.56450E+02,    0.52312E+08
    0.51700E+01,    0.56030E+02,    0.60860E+08
    0.52200E+01,    0.55620E+02,    0.67526E+08
    0.51000E+01,    0.55140E+02,    0.75047E+08
    0.62400E+01,    0.56570E+02,    0.40889E+08
    0.60300E+01,    0.56140E+02,    0.52165E+08
    0.57500E+01,    0.55690E+02,    0.63090E+08
    0.57000E+01,    0.55100E+02,    0.72263E+08
    0.62300E+01,    0.55100E+02,    0.68863E+08
    0.63000E+01,    0.55560E+02,    0.61002E+08
    0.64400E+01,    0.55970E+02,    0.52243E+08
    0.66100E+01,    0.56320E+02,    0.43457E+08
    0.71500E+01,    0.55110E+02,    0.62364E+08
    0.71200E+01,    0.55490E+02,    0.55960E+08
    0.71200E+01,    0.55840E+02,    0.49243E+08
    0.67400E+01,    0.55500E+02,    0.58721E+08
    0.67100E+01,    0.55100E+02,    0.65609E+08
    0.68000E+01,    0.55860E+02,    0.51475E+08
    0.68700E+01,    0.56140E+02,    0.45104E+08
    0.75700E+01,    0.55160E+02,    0.58434E+08
    0.74600E+01,    0.55520E+02,    0.52642E+08
    0.73700E+01,    0.55780E+02,    0.48238E+08
    0.56400E+01,    0.56370E+02,    0.50483E+08
    0.55300E+01,    0.56020E+02,    0.58275E+08
    0.57800E+01,    0.56880E+02,    0.37653E+08
    0.56300E+01,    0.57280E+02,    0.28389E+08
    0.47400E+01,    0.56490E+02,    0.55279E+08
    0.42400E+01,    0.56490E+02,    0.59087E+08
    0.42900E+01,    0.55920E+02,    0.68610E+08
    0.44900E+01,    0.55310E+02,    0.76468E+08
    0.47600E+01,    0.56020E+02,    0.63897E+08
    0.48000E+01,    0.55650E+02,    0.69520E+08
    0.48300E+01,    0.57540E+02,    0.30327E+08
    0.42500E+01,    0.57740E+02,    0.31583E+08
    0.47600E+01,    0.57010E+02,    0.43908E+08
    0.42300E+01,    0.57070E+02,    0.47283E+08
    0.40100E+01,    0.58160E+02,    0.22895E+08
    0.30700E+01,    0.57070E+02,    0.55661E+08
    0.31200E+01,    0.55860E+02,    0.75320E+08
    0.31000E+01,    0.56470E+02,    0.66452E+08
    0.31500E+01,    0.55220E+02,    0.82330E+08
    0.30200E+01,    0.58340E+02,    0.26688E+08
    0.30500E+01,    0.57680E+02,    0.42585E+08
    0.27400E+01,    0.58700E+02,    0.18384E+08
    0.89100E+01,    0.51180E+02,    0.94010E+08
    0.84100E+01,    0.51150E+02,    0.94204E+08
    0.74500E+01,    0.51080E+02,    0.94760E+08
    0.70600E+01,    0.51030E+02,    0.95042E+08
    0.79200E+01,    0.51130E+02,    0.94419E+08
    0.89700E+01,    0.50220E+02,    0.98722E+08
    0.84600E+01,    0.50210E+02,    0.98336E+08
    0.79500E+01,    0.50200E+02,    0.97995E+08
    0.74400E+01,    0.50190E+02,    0.97697E+08
    0.69400E+01,    0.50200E+02,    0.97390E+08
    0.64600E+01,    0.50200E+02,    0.97162E+08
    0.60700E+01,    0.50200E+02,    0.97018E+08
    0.88300E+01,    0.48350E+02,    0.11127E+09
    0.83300E+01,    0.48370E+02,    0.10973E+09
    0.78100E+01,    0.48380E+02,    0.10808E+09
    0.72900E+01,    0.48390E+02,    0.10638E+09
    0.67600E+01,    0.48430E+02,    0.10453E+09
    0.62300E+01,    0.48510E+02,    0.10263E+09
    0.57100E+01,    0.48780E+02,    0.10015E+09
    0.49700E+01,    0.48730E+02,    0.99357E+08
    0.42200E+01,    0.48490E+02,    0.98905E+08
    0.33800E+01,    0.48590E+02,    0.98200E+08
    0.25900E+01,    0.48600E+02,    0.97800E+08
    0.17800E+01,    0.48600E+02,    0.97558E+08
    0.19400E+01,    0.41260E+02,    0.38685E+10
    0.19200E+01,    0.41780E+02,    0.22532E+10
    0.19400E+01,    0.42340E+02,    0.12736E+10
    0.18400E+01,    0.42900E+02,    0.73853E+09
    0.19500E+01,    0.43490E+02,    0.43001E+09
    0.19500E+01,    0.44110E+02,    0.26931E+09
    0.19700E+01,    0.44770E+02,    0.18150E+09
    0.19600E+01,    0.45460E+02,    0.13711E+09
    0.19600E+01,    0.46120E+02,    0.11637E+09
    0.18200E+01,    0.46810E+02,    0.10555E+09
    0.17800E+01,    0.47680E+02,    0.99787E+08
    0.14400E+01,    0.41760E+02,    0.23679E+10
    0.14700E+01,    0.42310E+02,    0.13964E+10
    0.14900E+01,    0.41220E+02,    0.41507E+10
    0.11300E+01,    0.41210E+02,    0.44049E+10
    0.13800E+01,    0.44760E+02,    0.18328E+09
    0.14100E+01,    0.45470E+02,    0.13693E+09
    0.14500E+01,    0.46050E+02,    0.11906E+09
    0.14200E+01,    0.44040E+02,    0.28585E+09
    0.14600E+01,    0.43450E+02,    0.46601E+09
    0.25600E+01,    0.47720E+02,    0.10013E+09
    0.32900E+01,    0.47700E+02,    0.10088E+09
    0.39800E+01,    0.47630E+02,    0.10231E+09
    0.45300E+01,    0.47450E+02,    0.10479E+09
    0.50700E+01,    0.47410E+02,    0.10662E+09
    0.57000E+01,    0.47330E+02,    0.10938E+09
    0.62300E+01,    0.47470E+02,    0.11077E+09
    0.67400E+01,    0.47490E+02,    0.11297E+09
    0.72400E+01,    0.47490E+02,    0.11546E+09
    0.77400E+01,    0.47480E+02,    0.11812E+09
    0.82200E+01,    0.47470E+02,    0.12061E+09
    0.86800E+01,    0.47430E+02,    0.12324E+09
    0.72600E+01,    0.47940E+02,    0.11029E+09
    0.82700E+01,    0.47910E+02,    0.11459E+09
    0.77700E+01,    0.47930E+02,    0.11242E+09
    0.87600E+01,    0.47880E+02,    0.11662E+09
    0.67300E+01,    0.47960E+02,    0.10803E+09
    0.62100E+01,    0.47990E+02,    0.10588E+09
    0.56600E+01,    0.48030E+02,    0.10379E+09
    0.50800E+01,    0.48030E+02,    0.10239E+09
    0.46000E+01,    0.48000E+02,    0.10181E+09
    0.25500E+01,    0.46890E+02,    0.10543E+09
    0.25600E+01,    0.46150E+02,    0.11622E+09
    0.25600E+01,    0.45460E+02,    0.13734E+09
    0.25400E+01,    0.44780E+02,    0.17970E+09
    0.25300E+01,    0.44140E+02,    0.25922E+09
    0.25000E+01,    0.43520E+02,    0.41006E+09
    0.24800E+01,    0.42930E+02,    0.68491E+09
    0.24700E+01,    0.42340E+02,    0.12029E+10
    0.24500E+01,    0.41780E+02,    0.21443E+10
    0.23700E+01,    0.41280E+02,    0.36474E+10
    0.31700E+01,    0.45460E+02,    0.13823E+09
    0.38100E+01,    0.45440E+02,    0.14061E+09
    0.44400E+01,    0.45430E+02,    0.14369E+09
    0.50600E+01,    0.45480E+02,    0.14595E+09
    0.56900E+01,    0.45540E+02,    0.14784E+09
    0.62300E+01,    0.45380E+02,    0.16179E+09
    0.67200E+01,    0.45330E+02,    0.16971E+09
    0.71900E+01,    0.45300E+02,    0.17648E+09
    0.76800E+01,    0.45250E+02,    0.18435E+09
    0.55400E+01,    0.46140E+02,    0.12886E+09
    0.55400E+01,    0.46730E+02,    0.11701E+09
    0.38200E+01,    0.46140E+02,    0.11942E+09
    0.38800E+01,    0.46860E+02,    0.10827E+09
    0.32300E+01,    0.46900E+02,    0.10637E+09
    0.32000E+01,    0.46160E+02,    0.11721E+09
    0.50300E+01,    0.46760E+02,    0.11379E+09
    0.44700E+01,    0.46810E+02,    0.11081E+09
    0.44400E+01,    0.46120E+02,    0.12243E+09
    0.50100E+01,    0.46130E+02,    0.12537E+09
    0.72400E+01,    0.47050E+02,    0.12221E+09
    0.72500E+01,    0.46610E+02,    0.13113E+09
    0.72700E+01,    0.46170E+02,    0.14300E+09
    0.72500E+01,    0.45730E+02,    0.15798E+09
    0.77200E+01,    0.47050E+02,    0.12518E+09
    0.77400E+01,    0.46620E+02,    0.13445E+09
    0.78900E+01,    0.46200E+02,    0.14684E+09
    0.77800E+01,    0.45690E+02,    0.16464E+09
    0.81300E+01,    0.46670E+02,    0.13610E+09
    0.84700E+01,    0.46630E+02,    0.13925E+09
    0.81600E+01,    0.47040E+02,    0.12803E+09
    0.85900E+01,    0.47000E+02,    0.13120E+09
    0.83800E+01,    0.46380E+02,    0.14549E+09
    0.81200E+01,    0.46410E+02,    0.14282E+09
    0.67400E+01,    0.45740E+02,    0.15235E+09
    0.67700E+01,    0.46180E+02,    0.13828E+09
    0.67600E+01,    0.46610E+02,    0.12754E+09
    0.67600E+01,    0.47050E+02,    0.11927E+09
    0.63000E+01,    0.45780E+02,    0.14645E+09
    0.63100E+01,    0.46180E+02,    0.13432E+09
    0.63200E+01,    0.46630E+02,    0.12397E+09
    0.63200E+01,    0.47040E+02,    0.11682E+09
    0.59300E+01,    0.46630E+02,    0.12134E+09
    0.59300E+01,    0.46200E+02,    0.13072E+09
    0.59600E+01,    0.45830E+02,    0.14196E+09
    0.59700E+01,    0.47020E+02,    0.11534E+09
    0.37800E+01,    0.44760E+02,    0.18086E+09
    0.37200E+01,    0.44130E+02,    0.25162E+09
    0.36700E+01,    0.43530E+02,    0.37622E+09
    0.36600E+01,    0.42930E+02,    0.60185E+09
    0.36400E+01,    0.42330E+02,    0.10324E+10
    0.36000E+01,    0.41790E+02,    0.17421E+10
    0.51000E+01,    0.44860E+02,    0.17958E+09
    0.52200E+01,    0.44380E+02,    0.22172E+09
    0.51700E+01,    0.43970E+02,    0.27233E+09
    0.52100E+01,    0.43550E+02,    0.34487E+09
    0.52700E+01,    0.43070E+02,    0.46529E+09
    0.52800E+01,    0.42600E+02,    0.64053E+09
    0.57000E+01,    0.44900E+02,    0.18143E+09
    0.57500E+01,    0.44310E+02,    0.22824E+09
    0.60300E+01,    0.43860E+02,    0.28788E+09
    0.62400E+01,    0.43430E+02,    0.35932E+09
    0.62300E+01,    0.44900E+02,    0.18792E+09
    0.63000E+01,    0.44440E+02,    0.22396E+09
    0.64400E+01,    0.44030E+02,    0.26783E+09
    0.66100E+01,    0.43680E+02,    0.31524E+09
    0.71500E+01,    0.44890E+02,    0.19942E+09
    0.71200E+01,    0.44510E+02,    0.22641E+09
    0.71200E+01,    0.44160E+02,    0.25745E+09
    0.75700E+01,    0.44840E+02,    0.20731E+09
    0.74600E+01,    0.44480E+02,    0.23241E+09
    0.73700E+01,    0.44220E+02,    0.25447E+09
    0.67400E+01,    0.44500E+02,    0.22343E+09
    0.68000E+01,    0.44140E+02,    0.25780E+09
    0.68700E+01,    0.43860E+02,    0.29122E+09
    0.67100E+01,    0.44900E+02,    0.19374E+09
    0.56400E+01,    0.43630E+02,    0.32585E+09
    0.57800E+01,    0.43120E+02,    0.42918E+09
    0.56300E+01,    0.42720E+02,    0.57894E+09
    0.55300E+01,    0.43980E+02,    0.27289E+09
    0.42400E+01,    0.43510E+02,    0.36800E+09
    0.47400E+01,    0.43510E+02,    0.36002E+09
    0.44900E+01,    0.44690E+02,    0.18451E+09
    0.42900E+01,    0.44080E+02,    0.25633E+09
    0.47600E+01,    0.43980E+02,    0.27218E+09
    0.48000E+01,    0.44350E+02,    0.22569E+09
    0.42500E+01,    0.42260E+02,    0.94090E+09
    0.48300E+01,    0.42460E+02,    0.74911E+09
    0.47600E+01,    0.42990E+02,    0.51031E+09
    0.42300E+01,    0.42930E+02,    0.56076E+09
    0.40100E+01,    0.41840E+02,    0.15515E+10
    0.30700E+01,    0.42930E+02,    0.64639E+09
    0.31200E+01,    0.44140E+02,    0.25458E+09
    0.31500E+01,    0.44780E+02,    0.17907E+09
    0.31000E+01,    0.43530E+02,    0.39173E+09
    0.30200E+01,    0.41660E+02,    0.21148E+10
    0.30500E+01,    0.42330E+02,    0.11184E+10
    0.27400E+01,    0.41300E+02,    0.34860E+10
    0.73600E+01,    0.49280E+02,    0.10117E+09
    0.73200E+01,    0.48840E+02,    0.10341E+09
    0.83800E+01,    0.48820E+02,    0.10601E+09
    0.84200E+01,    0.49280E+02,    0.10300E+09
    0.78500E+01,    0.48830E+02,    0.10471E+09
    0.78900E+01,    0.49280E+02,    0.10208E+09
    0.88900E+01,    0.48810E+02,    0.10718E+09
    0.89400E+01,    0.49280E+02,    0.10387E+09
    0.63600E+01,    0.49290E+02,    0.99583E+08
    0.63400E+01,    0.48900E+02,    0.10104E+09
    0.68000E+01,    0.48850E+02,    0.10220E+09
    0.68400E+01,    0.49280E+02,    0.10033E+09
    0.59900E+01,    0.48980E+02,    0.10014E+09
    0.60200E+01,    0.49310E+02,    0.99083E+08
