"X","    Y","  V  ","Points:0","Points:1","Points:2"
1.8308,2.6852,0.26485,1.8308,2.6852,0
1.8912,2.6868,0.26517,1.8912,2.6868,0
1.885,2.7407,0.27046,1.885,2.7407,0
1.8433,2.5773,0.25428,1.8433,2.5773,0
1.9036,2.579,0.25458,1.9036,2.579,0
1.8974,2.6329,0.25987,1.8974,2.6329,0
1.7759,2.4807,0.24464,1.7759,2.4807,0
1.8427,2.4967,0.24635,1.8427,2.4967,0
1.9508,2.6346,0.26016,1.9508,2.6346,0
1.9446,2.6886,0.26546,1.9446,2.6886,0
1.957,2.5807,0.25486,1.957,2.5807,0
1.9095,2.5127,0.24807,1.9095,2.5127,0
1.9629,2.5144,0.24834,1.9629,2.5144,0
2.0126,2.5817,0.25507,2.0126,2.5817,0
2.0063,2.6357,0.26038,2.0063,2.6357,0
2.0022,2.6924,0.26597,2.0022,2.6924,0
2,2.7626,0.27289,2,2.7626,0
1.9425,2.7517,0.27167,1.9425,2.7517,0
1.9383,2.8155,0.27795,1.9383,2.8155,0
1.7796,2.4,0.23673,1.7796,2.4,0
1.7167,2.3881,0.23543,1.7167,2.3881,0
1.7415,2.2861,0.22547,1.7415,2.2861,0
1.8425,2.412,0.23802,1.8425,2.412,0
1.7909,2.3276,0.22963,1.7909,2.3276,0
1.8519,2.3375,0.23071,1.8519,2.3375,0
1.9055,2.4239,0.23931,1.9055,2.4239,0
1.9957,2.8299,0.27952,1.9957,2.8299,0
2.0659,2.5834,0.25535,2.0659,2.5834,0
2.0641,2.636,0.26054,2.0641,2.636,0
2.1193,2.5852,0.25562,2.1193,2.5852,0
2.1175,2.6377,0.26081,2.1175,2.6377,0
2.0162,2.5162,0.24861,2.0162,2.5162,0
2.0696,2.5179,0.24888,2.0696,2.5179,0
2.0599,2.6963,0.26648,2.0599,2.6963,0
2.0218,2.4376,0.24087,2.0218,2.4376,0
1.9684,2.4358,0.2406,1.9684,2.4358,0
1.913,2.3474,0.23179,1.913,2.3474,0
1.974,2.3573,0.23287,1.974,2.3573,0
2.0419,2.3836,0.23558,2.0419,2.3836,0
2.1099,2.4099,0.23829,2.1099,2.4099,0
2.0898,2.4639,0.24359,2.0898,2.4639,0
2.1727,2.5869,0.25589,2.1727,2.5869,0
2.1752,2.638,0.26096,2.1752,2.638,0
2.2283,2.5879,0.2561,2.2283,2.5879,0
2.2308,2.6391,0.26117,2.2308,2.6391,0
2.1755,2.6934,0.26644,2.1755,2.6934,0
2.1177,2.6966,0.26664,2.1177,2.6966,0
2.2333,2.6902,0.26624,2.2333,2.6902,0
2.2312,2.7533,0.27249,2.2312,2.7533,0
2.1733,2.7636,0.27338,2.1733,2.7636,0
2.1154,2.7703,0.27392,2.1154,2.7703,0
2.1778,2.8443,0.28138,2.1778,2.8443,0
2.1198,2.858,0.28261,2.1198,2.858,0
2.0576,2.7699,0.27375,2.0576,2.7699,0
2.0532,2.8443,0.28109,2.0532,2.8443,0
2.2359,2.8305,0.28014,2.2359,2.8305,0
2.3519,2.803,0.27765,2.3519,2.803,0
2.2939,2.8167,0.2789,2.2939,2.8167,0
2.3635,2.8837,0.28568,2.3635,2.8837,0
2.2892,2.7431,0.27158,2.2892,2.7431,0
2.2841,2.6408,0.26143,2.2841,2.6408,0
2.2867,2.6919,0.26651,2.2867,2.6919,0
2.3424,2.6859,0.26601,2.3424,2.6859,0
2.3449,2.7371,0.27109,2.3449,2.7371,0
2.4215,2.8699,0.28443,2.4215,2.8699,0
2.4331,2.9506,0.29247,2.4331,2.9506,0
2.41,2.7892,0.27639,2.41,2.7892,0
2.4029,2.7233,0.26983,2.4029,2.7233,0
2.468,2.7755,0.27512,2.468,2.7755,0
2.4796,2.8561,0.28316,2.4796,2.8561,0
2.4446,3.0312,0.30053,2.4446,3.0312,0
2.4562,3.1119,0.30859,2.4562,3.1119,0
2.13,2.3559,0.23299,2.13,2.3559,0
2.1623,2.3266,0.23014,2.1623,2.3266,0
2.2125,2.3297,0.23053,2.2125,2.3297,0
2.0621,2.3296,0.23028,2.0621,2.3296,0
1.9941,2.3032,0.22758,1.9941,2.3032,0
2.2816,2.5896,0.25636,2.2816,2.5896,0
2.3373,2.5836,0.25586,2.3373,2.5836,0
2.3399,2.6348,0.26094,2.3399,2.6348,0
2.4484,2.4538,0.24315,2.4484,2.4538,0
2.4509,2.5049,0.24823,2.4509,2.5049,0
2.3988,2.5676,0.25437,2.3988,2.5676,0
1.9262,2.2769,0.22487,1.9262,2.2769,0
1.8652,2.267,0.2238,1.8652,2.267,0
2.4004,2.6721,0.26475,2.4004,2.6721,0
2.3979,2.621,0.25967,2.3979,2.621,0
2.4534,2.5561,0.25331,2.4534,2.5561,0
2.4559,2.6072,0.25839,2.4559,2.6072,0
2.4585,2.6584,0.26348,2.4585,2.6584,0
2.461,2.7096,0.26856,2.461,2.7096,0
1.6732,2.2639,0.22317,1.6732,2.2639,0
2.5013,2.3377,0.2317,2.5013,2.3377,0
2.5076,2.4656,0.24441,2.5076,2.4656,0
2.4596,3.47,0.34437,2.4596,3.47,0
2.247,3.3904,0.33584,2.247,3.3904,0
2.4081,3.2992,0.32716,2.4081,3.2992,0
2.3312,3.2795,0.325,2.3312,3.2795,0
2.452,3.3337,0.33071,2.452,3.3337,0
2.4968,3.1857,0.31604,2.4968,3.1857,0
2.4803,3.2531,0.32273,2.4803,3.2531,0
2.465,3.3869,0.33606,2.465,3.3869,0
0.45781,2.5591,0.24927,0.45781,2.5591,0
0.59175,2.6426,0.25737,0.59175,2.6426,0
0.64088,2.5801,0.25158,0.64088,2.5801,0
0.64949,2.6328,0.25657,0.64949,2.6328,0
0.72458,2.5578,0.24965,0.72458,2.5578,0
0.71548,2.6215,0.25566,0.71548,2.6215,0
0.85692,2.5954,0.25353,0.85692,2.5954,0
0.56094,2.5617,0.24969,0.56094,2.5617,0
0.57411,2.5256,0.24631,0.57411,2.5256,0
0.71719,2.4969,0.24386,0.71719,2.4969,0
0.84903,2.5363,0.24788,0.84903,2.5363,0
1.0283,2.5013,0.24493,1.0283,2.5013,0
0.96051,2.6127,0.25544,0.96051,2.6127,0
0.9551,2.5433,0.24879,0.9551,2.5433,0
0.90995,2.6137,0.2554,0.90995,2.6137,0
0.76619,2.6049,0.25421,0.76619,2.6049,0
1.1723,2.7245,0.26678,1.1723,2.7245,0
1.1403,2.6167,0.25632,1.1403,2.6167,0
1.1777,2.5839,0.25326,1.1777,2.5839,0
1.247,2.5947,0.25449,1.247,2.5947,0
1.2422,2.6651,0.26127,1.2422,2.6651,0
1.2052,2.6938,0.26393,1.2052,2.6938,0
1.2385,2.7396,0.26844,1.2385,2.7396,0
1.2841,2.565,0.25171,1.2841,2.565,0
1.3162,2.6077,0.25593,1.3162,2.6077,0
1.2792,2.6364,0.25861,1.2792,2.6364,0
1.29,2.4833,0.24381,1.29,2.4833,0
1.3215,2.5322,0.24863,1.3215,2.5322,0
1.3532,2.579,0.25325,1.3532,2.579,0
1.3852,2.6227,0.25757,1.3852,2.6227,0
1.3481,2.6524,0.26035,1.3481,2.6524,0
1.311,2.6822,0.26312,1.311,2.6822,0
1.2739,2.7119,0.26588,1.2739,2.7119,0
1.4043,2.9654,0.29084,1.4043,2.9654,0
1.4015,3.0383,0.29787,1.4015,3.0383,0
1.1243,6.7908,0.6873,1.1243,6.7908,0
1.1842,6.6665,0.67516,1.1842,6.6665,0
1.2424,6.686,0.67658,1.2424,6.686,0
1.2299,6.734,0.68124,1.2299,6.734,0
1.2199,6.8288,0.69031,1.2199,6.8288,0
1.1824,6.8319,0.69083,1.1824,6.8319,0
1.2228,6.9126,0.69829,1.2228,6.9126,0
1.2549,6.6379,0.67191,1.2549,6.6379,0
1.3834,6.5969,0.66707,1.3834,6.5969,0
1.3991,6.6558,0.67263,1.3991,6.6558,0
1.3642,6.6656,0.67381,1.3642,6.6656,0
1.4391,7.0965,0.71502,1.4391,7.0965,0
1.5026,6.9862,0.70408,1.5026,6.9862,0
1.5124,7.0574,0.71095,1.5124,7.0574,0
1.4631,7.145,0.71964,1.4631,7.145,0
1.3954,7.1668,0.72199,1.3954,7.1668,0
1.3714,7.1182,0.71738,1.3714,7.1182,0
1.3322,7.0642,0.71232,1.3322,7.0642,0
1.5672,6.9526,0.70054,1.5672,6.9526,0
1.5575,6.8814,0.69365,1.5575,6.8814,0
1.5136,6.7665,0.68269,1.5136,6.7665,0
1.548,6.7977,0.68555,1.548,6.7977,0
1.5342,6.8302,0.68877,1.5342,6.8302,0
1.577,7.0238,0.70744,1.577,7.0238,0
1.6318,6.919,0.69699,1.6318,6.919,0
1.6416,6.9902,0.70391,1.6416,6.9902,0
1.5867,7.095,0.71434,1.5867,7.095,0
1.5221,7.1286,0.71784,1.5221,7.1286,0
1.3702,6.9462,0.70078,1.3702,6.9462,0
1.2698,6.9482,0.70146,1.2698,6.9482,0
1.303,7.0064,0.70688,1.303,7.0064,0
1.2181,6.9911,0.70581,1.2181,6.9911,0
1.1691,6.4421,0.65413,1.1691,6.4421,0
1.208,6.492,0.65846,1.208,6.492,0
1.3244,6.415,0.65003,1.3244,6.415,0
1.223,6.5758,0.66626,1.223,6.5758,0
1.2569,7.3139,0.73665,1.2569,7.3139,0
1.2095,7.2816,0.73368,1.2095,7.2816,0
2.2796,7.3629,0.73896,2.2796,7.3629,0
2.2213,7.4056,0.74329,2.2213,7.4056,0
2.3375,7.4094,0.74347,2.3375,7.4094,0
2.2792,7.452,0.74779,2.2792,7.452,0
2.163,7.4482,0.74761,2.163,7.4482,0
2.1237,7.3815,0.74109,2.1237,7.3815,0
2.1828,7.34,0.73687,2.1828,7.34,0
2.3379,7.3203,0.73463,2.3379,7.3203,0
2.2419,7.2985,0.73265,2.2419,7.2985,0
2.4296,7.4529,0.74764,2.4296,7.4529,0
2.0646,7.423,0.7453,2.0646,7.423,0
2.0446,7.3372,0.73688,2.0446,7.3372,0
2.1053,7.298,0.73287,2.1053,7.298,0
2.1659,7.2587,0.72886,2.1659,7.2587,0
2.09,7.2189,0.72509,2.09,7.2189,0
2.1523,7.1819,0.72129,2.1523,7.1819,0
2.2266,7.2194,0.72485,2.2266,7.2194,0
0.7664,7.479,0.75373,0.7664,7.479,0
0.7303,7.3395,0.7406,0.7303,7.3395,0
0.73799,7.4733,0.75326,0.73799,7.4733,0
1.21,6.2603,0.6365,1.21,6.2603,0
1.2398,6.404,0.64981,1.2398,6.404,0
1.3247,6.3728,0.64598,1.3247,6.3728,0
1.2344,6.3314,0.64296,1.2344,6.3314,0
1.2866,6.3072,0.64006,1.2866,6.3072,0
1.2361,6.4432,0.65357,1.2361,6.4432,0
1.2857,6.4784,0.65646,1.2857,6.4784,0
1.3825,6.4686,0.65469,1.3825,6.4686,0
1.2873,7.4088,0.74572,1.2873,7.4088,0
1.2,7.4704,0.7519,1.2,7.4704,0
1.8646,7.1028,0.71422,1.8646,7.1028,0
1.8744,7.174,0.7212,1.8744,7.174,0
1.9292,7.0692,0.71072,1.9292,7.0692,0
1.939,7.1404,0.71771,1.939,7.1404,0
1.7903,7.0653,0.71076,1.7903,7.0653,0
1.8,7.1365,0.71772,1.8,7.1365,0
1.8549,7.0316,0.70724,1.8549,7.0316,0
1.8098,7.2077,0.72468,1.8098,7.2077,0
1.8865,7.2486,0.72851,1.8865,7.2486,0
1.8227,7.2834,0.73208,1.8227,7.2834,0
1.7452,7.2413,0.72816,1.7452,7.2413,0
1.7354,7.1701,0.72121,1.7354,7.1701,0
1.7805,6.9941,0.70379,1.7805,6.9941,0
1.7257,7.0989,0.71426,1.7257,7.0989,0
1.7159,7.0277,0.70732,1.7159,7.0277,0
1.8259,6.9603,0.70032,1.8259,6.9603,0
1.7506,6.929,0.69751,1.7506,6.929,0
1.7949,6.9014,0.69464,1.7949,6.9014,0
1.8712,6.9266,0.69684,1.8712,6.9266,0
1.6611,7.1325,0.71776,1.6611,7.1325,0
1.6708,7.2037,0.72469,1.6708,7.2037,0
1.682,7.2706,0.73121,1.682,7.2706,0
1.7589,7.3181,0.73566,1.7589,7.3181,0
1.695,7.3529,0.73923,1.695,7.3529,0
1.6188,7.2999,0.73425,1.6188,7.2999,0
1.6104,7.2244,0.7269,1.6104,7.2244,0
1.6513,7.0614,0.71083,1.6513,7.0614,0
1.5965,7.1662,0.72125,1.5965,7.1662,0
1.7062,6.9565,0.70038,1.7062,6.9565,0
2.0036,7.1068,0.71422,2.0036,7.1068,0
2.0141,7.1791,0.72134,2.0141,7.1791,0
1.9503,7.2138,0.72492,1.9503,7.2138,0
1.918,7.0127,0.70518,1.918,7.0127,0
2.0147,7.0357,0.70717,2.0147,7.0357,0
2.0779,7.1443,0.71775,2.0779,7.1443,0
2.0278,7.2559,0.72889,2.0278,7.2559,0
1.9655,7.2929,0.73268,1.9655,7.2929,0
1.984,7.3765,0.74088,1.984,7.3765,0
1.9033,7.3299,0.73647,1.9033,7.3299,0
1.8411,7.3669,0.74025,1.8411,7.3669,0
1.9233,7.4157,0.74487,1.9233,7.4157,0
1.8626,7.455,0.74886,1.8626,7.455,0
1.7788,7.4039,0.74403,1.7788,7.4039,0
1.6762,6.8914,0.69412,1.6762,6.8914,0
1.7206,6.8638,0.69123,1.7206,6.8638,0
1.7649,6.8363,0.68835,1.7649,6.8363,0
1.6839,6.8041,0.68553,1.6839,6.8041,0
1.7283,6.7765,0.68263,1.7283,6.7765,0
1.55,7.2451,0.7291,1.55,7.2451,0
1.4896,7.2658,0.73129,1.4896,7.2658,0
1.5556,7.3293,0.73728,1.5556,7.3293,0
1.5233,7.3461,0.73901,1.5233,7.3461,0
1.4292,7.2865,0.73348,1.4292,7.2865,0
1.4194,7.2153,0.72661,1.4194,7.2153,0
1.4784,7.1989,0.72482,1.4784,7.1989,0
1.4656,7.3581,0.74034,1.4656,7.3581,0
1.5407,7.4219,0.74637,1.5407,7.4219,0
1.4563,7.4138,0.74578,1.4563,7.4138,0
1.3874,7.3699,0.7417,1.3874,7.3699,0
1.3787,7.3053,0.73546,1.3787,7.3053,0
1.5375,7.1825,0.72304,1.5375,7.1825,0
1.6312,7.3876,0.74279,1.6312,7.3876,0
1.5997,7.4056,0.74462,1.5997,7.4056,0
1.7166,7.4409,0.7478,1.7166,7.4409,0
1.6544,7.4779,0.75157,1.6544,7.4779,0
1.5885,6.8645,0.69187,1.5885,6.8645,0
1.6362,6.8343,0.6887,1.6362,6.8343,0
2.0055,7.4645,0.74951,2.0055,7.4645,0
1.9464,7.506,0.75371,1.9464,7.506,0
1.4209,6.9791,0.70373,1.4209,6.9791,0
1.4606,6.9318,0.69898,1.4606,6.9318,0
1.488,6.8794,0.69378,1.488,6.8794,0
1.5252,6.8982,0.69543,1.5252,6.8982,0
1.4978,6.9506,0.70064,1.4978,6.9506,0
1.4703,7.003,0.70584,1.4703,7.003,0
1.4324,7.0556,0.71108,1.4324,7.0556,0
1.3848,7.0369,0.70947,1.3848,7.0369,0
1.3316,6.9862,0.70482,1.3316,6.9862,0
1.3282,7.3242,0.73743,1.3282,7.3242,0
1.685,6.7221,0.67748,1.685,6.7221,0
1.6018,6.7768,0.68324,1.6018,6.7768,0
1.6306,6.7576,0.68123,1.6306,6.7576,0
1.6505,6.6646,0.67202,1.6505,6.6646,0
1.9831,6.9814,0.70189,1.9831,6.9814,0
1.9495,6.9394,0.69785,1.9495,6.9394,0
1.904,6.9739,0.7014,1.904,6.9739,0
1.3229,6.5492,0.66292,1.3229,6.5492,0
1.4011,6.5137,0.6589,1.4011,6.5137,0
1.4458,6.5288,0.66003,1.4458,6.5288,0
1.3749,6.5436,0.66199,1.3749,6.5436,0
1.4844,6.5838,0.66511,1.4844,6.5838,0
1.5493,6.6055,0.66682,1.5493,6.6055,0
1.599,6.7385,0.67952,1.599,6.7385,0
1.5655,6.7309,0.67895,1.5655,6.7309,0
2.0965,4.8069,0.4798,2.0965,4.8069,0
2.1276,4.761,0.47505,2.1276,4.761,0
2.149,4.6371,0.46219,2.149,4.6371,0
2.1554,4.7095,0.46973,2.1554,4.7095,0
2.2316,4.6648,0.46522,2.2316,4.6648,0
2.1239,4.177,0.41469,2.1239,4.177,0
2.1573,4.2366,0.42091,2.1573,4.2366,0
2.4869,4.0839,0.4063,2.4869,4.0839,0
2.4251,4.3663,0.43491,2.4251,4.3663,0
2.4882,4.3266,0.43099,2.4882,4.3266,0
2.4467,4.3593,0.43424,2.4467,4.3593,0
2.4767,4.4734,0.44595,2.4767,4.4734,0
2.4472,4.5374,0.45246,2.4472,4.5374,0
2.4287,4.5066,0.44927,2.4287,4.5066,0
2.4393,4.414,0.43982,2.4393,4.414,0
2.4916,4.4241,0.44094,2.4916,4.4241,0
2.5115,4.5788,0.4568,2.5115,4.5788,0
2.2651,4.9536,0.49519,2.2651,4.9536,0
2.3583,4.8599,0.48553,2.3583,4.8599,0
2.4913,4.7782,0.47719,2.4913,4.7782,0
2.5029,4.8697,0.48659,2.5029,4.8697,0
2.392,4.8472,0.48423,2.392,4.8472,0
2.4295,3.6244,0.35979,2.4295,3.6244,0
2.4888,3.6471,0.36223,2.4888,3.6471,0
2.496,3.8323,0.38088,2.496,3.8323,0
2.2277,3.4198,0.33872,2.2277,3.4198,0
0.36312,2.5952,0.25255,0.36312,2.5952,0
1.5528,2.7454,0.26999,1.5528,2.7454,0
1.5572,2.6779,0.26342,1.5572,2.6779,0
1.5884,2.7251,0.26812,1.5884,2.7251,0
1.6252,2.699,0.26567,1.6252,2.699,0
1.4222,2.5929,0.25478,1.4222,2.5929,0
1.3904,2.5472,0.25026,1.3904,2.5472,0
1.3588,2.4993,0.24553,1.3588,2.4993,0
1.4277,2.5154,0.24725,1.4277,2.5154,0
1.4594,2.5621,0.25189,1.4594,2.5621,0
1.4966,2.5314,0.24898,1.4966,2.5314,0
1.566,2.5429,0.25027,1.566,2.5429,0
1.598,2.5844,0.2544,1.598,2.5844,0
1.5616,2.6104,0.25685,1.5616,2.6104,0
1.5932,2.6547,0.26126,1.5932,2.6547,0
1.63,2.6286,0.2588,1.63,2.6286,0
1.6619,2.6728,0.26321,1.6619,2.6728,0
1.3962,2.4665,0.24243,1.3962,2.4665,0
1.3274,2.4495,0.24061,1.3274,2.4495,0
1.3649,2.4156,0.2374,1.3649,2.4156,0
1.4336,2.4337,0.23931,1.4336,2.4337,0
1.465,2.4836,0.24424,1.465,2.4836,0
1.4023,2.3817,0.23419,1.4023,2.3817,0
1.3247,2.3676,0.23265,1.3247,2.3676,0
1.3622,2.3332,0.22938,1.3622,2.3332,0
1.4398,2.3479,0.23096,1.4398,2.3479,0
1.4709,2.4008,0.23619,1.4709,2.4008,0
1.2872,2.402,0.23591,1.2872,2.402,0
1.5023,2.4517,0.24122,1.5023,2.4517,0
1.5338,2.5006,0.24606,1.5338,2.5006,0
1.238,2.3585,0.23159,1.238,2.3585,0
1.1611,2.3645,0.23201,1.1611,2.3645,0
1.1888,2.315,0.22727,1.1888,2.315,0
1.2755,2.3241,0.22833,1.2755,2.3241,0
1.5709,2.4698,0.24314,1.5709,2.4698,0
1.6029,2.514,0.24753,1.6029,2.514,0
1.5395,2.4199,0.2382,1.5395,2.4199,0
1.5083,2.368,0.23306,1.5083,2.368,0
1.5768,2.3881,0.23516,1.5768,2.3881,0
1.6081,2.439,0.24021,1.6081,2.439,0
1.6396,2.4879,0.24506,1.6396,2.4879,0
1.6716,2.5321,0.24946,1.6716,2.5321,0
1.6348,2.5583,0.25193,1.6348,2.5583,0
1.6667,2.6025,0.25634,1.6667,2.6025,0
1.5147,2.2801,0.22448,1.5147,2.2801,0
1.4772,2.314,0.22772,1.4772,2.314,0
1.5456,2.3352,0.22992,1.5456,2.3352,0
1.3997,2.2988,0.2261,1.3997,2.2988,0
1.4372,2.2645,0.22281,1.4372,2.2645,0
1.3505,2.2553,0.22178,1.3505,2.2553,0
1.313,2.2897,0.22506,1.313,2.2897,0
1.2263,2.2806,0.22401,1.2263,2.2806,0
1.2638,2.2462,0.22074,1.2638,2.2462,0
1.583,2.3023,0.22678,1.583,2.3023,0
1.614,2.3563,0.23212,1.614,2.3563,0
1.6513,2.3245,0.22908,1.6513,2.3245,0
1.6825,2.3775,0.23433,1.6825,2.3775,0
1.6453,2.4083,0.23727,1.6453,2.4083,0
1.6758,2.4566,0.24207,1.6758,2.4566,0
1.7083,2.506,0.24698,1.7083,2.506,0
1.7402,2.5502,0.25139,1.7402,2.5502,0
1.7035,2.5763,0.25386,1.7035,2.5763,0
1.7426,2.4726,0.24378,1.7426,2.4726,0
1.6987,2.6467,0.26075,1.6987,2.6467,0
1.7354,2.6205,0.25828,1.7354,2.6205,0
1.777,2.524,0.2489,1.777,2.524,0
1.8089,2.5683,0.25332,1.8089,2.5683,0
1.7722,2.5944,0.2558,1.7722,2.5944,0
1.1396,2.2715,0.22296,1.1396,2.2715,0
1.1771,2.2371,0.2197,1.1771,2.2371,0
1.1333,2.4139,0.23673,1.1333,2.4139,0
2.269,3.3627,0.33313,2.269,3.3627,0
1.8457,2.5421,0.25083,1.8457,2.5421,0
1.8093,2.4887,0.2455,1.8093,2.4887,0
1.8761,2.5047,0.24721,1.8761,2.5047,0
1.7196,2.3467,0.23138,1.7196,2.3467,0
1.7787,2.2559,0.22256,1.7787,2.2559,0
1.7476,2.322,0.229,1.7476,2.322,0
1.7848,2.2917,0.22609,1.7848,2.2917,0
2.4621,2.9437,0.29185,2.4621,2.9437,0
2.497,2.7686,0.27449,2.497,2.7686,0
2.4737,3.0244,0.2999,2.4737,3.0244,0
2.4852,3.105,0.30797,2.4852,3.105,0
2.0721,2.3026,0.22763,2.0721,2.3026,0
2.0042,2.2763,0.22493,2.0042,2.2763,0
1.9363,2.2499,0.22223,1.9363,2.2499,0
1.8405,2.2463,0.22172,1.8405,2.2463,0
1.7135,2.3109,0.22785,1.7135,2.3109,0
1.7012,2.2392,0.22079,1.7012,2.2392,0
2.4887,2.3795,0.23583,2.4887,2.3795,0
2.4981,3.4312,0.34057,2.4981,3.4312,0
2.4662,3.2934,0.32672,2.4662,3.2934,0
2.4656,3.3401,0.33139,2.4656,3.3401,0
0.41047,2.5772,0.2509,0.41047,2.5772,0
0.67257,2.499,0.24397,0.67257,2.499,0
0.7484,2.5322,0.24727,0.7484,2.5322,0
0.83562,2.5737,0.25141,0.83562,2.5737,0
0.79301,2.5301,0.24717,0.79301,2.5301,0
0.69337,2.5225,0.24624,0.69337,2.5225,0
0.86194,2.5007,0.2445,0.86194,2.5007,0
0.90454,2.5442,0.24876,0.90454,2.5442,0
0.93252,2.5785,0.2521,0.93252,2.5785,0
0.9561,2.5102,0.24562,0.9561,2.5102,0
1.3691,6.6401,0.67133,1.3691,6.6401,0
1.4801,7.0742,0.71271,1.4801,7.0742,0
1.5075,7.0218,0.70752,1.5075,7.0218,0
1.5349,6.9694,0.70231,1.5349,6.9694,0
1.5447,7.0406,0.7092,1.5447,7.0406,0
1.5173,7.093,0.7144,1.5173,7.093,0
1.5995,6.9358,0.69877,1.5995,6.9358,0
1.5624,6.917,0.69709,1.5624,6.917,0
1.5721,6.9882,0.70399,1.5721,6.9882,0
1.6093,7.007,0.70567,1.6093,7.007,0
1.5819,7.0594,0.71089,1.5819,7.0594,0
1.6367,6.9546,0.70045,1.6367,6.9546,0
1.6739,6.9733,0.70214,1.6739,6.9733,0
1.6465,7.0258,0.70737,1.6465,7.0258,0
1.619,7.0782,0.71259,1.619,7.0782,0
1.5916,7.1306,0.7178,1.5916,7.1306,0
1.5544,7.1118,0.71609,1.5544,7.1118,0
1.2957,6.9691,0.70333,1.2957,6.9691,0
1.2967,6.4005,0.64891,1.2967,6.4005,0
1.3535,6.4418,0.65235,1.3535,6.4418,0
1.2993,6.4463,0.65326,1.2993,6.4463,0
2.2507,7.3397,0.73672,2.2507,7.3397,0
2.2504,7.3842,0.74113,2.2504,7.3842,0
2.3087,7.3416,0.7368,2.3087,7.3416,0
2.3085,7.3862,0.74122,2.3085,7.3862,0
2.2502,7.4288,0.74554,2.2502,7.4288,0
2.1921,7.4269,0.74545,2.1921,7.4269,0
2.1924,7.3823,0.74105,2.1924,7.3823,0
2.3083,7.4307,0.74563,2.3083,7.4307,0
2.3838,7.3866,0.74114,2.3838,7.3866,0
2.3834,7.4534,0.74776,2.3834,7.4534,0
2.134,7.425,0.74537,2.134,7.425,0
2.1048,7.4685,0.74973,2.1048,7.4685,0
2.0941,7.4023,0.7432,2.0941,7.4023,0
2.1141,7.3392,0.73693,2.1141,7.3392,0
2.1532,7.3608,0.73898,2.1532,7.3608,0
2.174,7.2988,0.73281,2.174,7.2988,0
2.2123,7.3193,0.73476,2.2123,7.3193,0
2.2338,7.2584,0.72869,2.2338,7.2584,0
2.2718,7.2783,0.73059,2.2718,7.2783,0
2.0542,7.3795,0.74104,2.0542,7.3795,0
2.035,7.4437,0.74741,2.035,7.4437,0
2.0143,7.3568,0.73888,2.0143,7.3568,0
2.0358,7.296,0.73283,2.0358,7.296,0
2.0749,7.3176,0.73487,2.0749,7.3176,0
2.0973,7.2579,0.72893,2.0973,7.2579,0
2.1356,7.2783,0.73087,2.1356,7.2783,0
2.1963,7.2391,0.72685,2.1963,7.2391,0
2.1587,7.2197,0.72502,2.1587,7.2197,0
2.0589,7.2374,0.72699,2.0589,7.2374,0
2.0836,7.181,0.72137,2.0836,7.181,0
2.1211,7.2004,0.72319,2.1211,7.2004,0
1.3525,6.3662,0.64508,1.3525,6.3662,0
1.4077,6.4373,0.65145,1.4077,6.4373,0
1.2818,7.4312,0.74791,1.2818,7.4312,0
1.2409,7.4508,0.74991,1.2409,7.4508,0
1.8323,7.1197,0.71597,1.8323,7.1197,0
1.8695,7.1384,0.71771,1.8695,7.1384,0
1.8598,7.0672,0.71073,1.8598,7.0672,0
1.8969,7.086,0.71247,1.8969,7.086,0
1.9067,7.1572,0.71946,1.9067,7.1572,0
1.8793,7.2096,0.72469,1.8793,7.2096,0
1.8421,7.1909,0.72294,1.8421,7.1909,0
1.9341,7.1048,0.71422,1.9341,7.1048,0
1.972,7.0524,0.70894,1.972,7.0524,0
1.9713,7.1236,0.71597,1.9713,7.1236,0
1.9439,7.176,0.72121,1.9439,7.176,0
1.758,7.0821,0.71251,1.758,7.0821,0
1.7952,7.1009,0.71424,1.7952,7.1009,0
1.7854,7.0297,0.70727,1.7854,7.0297,0
1.8226,7.0485,0.709,1.8226,7.0485,0
1.8049,7.1721,0.7212,1.8049,7.1721,0
1.7677,7.1533,0.71946,1.7677,7.1533,0
1.7775,7.2245,0.72642,1.7775,7.2245,0
1.8147,7.2433,0.72817,1.8147,7.2433,0
1.9184,7.2312,0.72672,1.9184,7.2312,0
1.8945,7.2887,0.73243,1.8945,7.2887,0
1.8546,7.266,0.7303,1.8546,7.266,0
1.8315,7.3246,0.73611,1.8315,7.3246,0
1.7908,7.3007,0.73387,1.7908,7.3007,0
1.7403,7.2057,0.72468,1.7403,7.2057,0
1.7501,7.2769,0.73164,1.7501,7.2769,0
1.7136,7.256,0.72968,1.7136,7.256,0
1.7031,7.1869,0.72295,1.7031,7.1869,0
1.7306,7.1345,0.71773,1.7306,7.1345,0
1.7482,7.0109,0.70556,1.7482,7.0109,0
1.7208,7.0633,0.71079,1.7208,7.0633,0
1.6934,7.1157,0.71601,1.6934,7.1157,0
1.6836,7.0445,0.70908,1.6836,7.0445,0
1.7111,6.9921,0.70385,1.7111,6.9921,0
1.6288,7.1494,0.71951,1.6288,7.1494,0
1.666,7.1681,0.72123,1.666,7.1681,0
1.6562,7.0969,0.7143,1.6562,7.0969,0
1.6504,7.2853,0.73273,1.6504,7.2853,0
1.6855,7.3105,0.73511,1.6855,7.3105,0
1.7685,7.3605,0.73979,1.7685,7.3605,0
1.727,7.3355,0.73744,1.727,7.3355,0
1.7054,7.3963,0.74346,1.7054,7.3963,0
